timestamp,sensor_id,value
2025-01-06 01:40:30.627678,7,90.81025898946412
2025-01-06 12:58:06.267415,4,37.8495464679392
2025-01-01 23:11:01.854350,8,22.172898180084314
2025-01-07 13:26:26.240502,1,44.40543704034748
2025-01-02 09:31:49.681140,5,15.17127108491488
2025-01-08 03:28:38.744614,3,54.4351694239205
2025-01-10 03:31:56.075433,4,79.46766447061606
2025-01-06 01:20:21.269801,4,30.346628583468483
2025-01-09 15:01:04.306180,7,26.498425471322953
2025-01-04 02:02:24.124149,4,67.81334900600908
2025-01-07 17:20:05.771854,4,55.17414763600848
2025-01-08 16:37:09.568884,3,55.077937695879996
2025-01-05 18:37:38.125105,2,59.781526673071404
2025-01-08 22:57:01.737353,7,62.123996979818166
2025-01-10 10:38:41.213377,8,75.50230183111017
2025-01-08 17:00:17.032802,5,97.38850312786028
2025-01-02 05:36:54.487657,1,67.66795416154505
2025-01-01 22:59:46.871257,4,79.33137744575468
2025-01-07 04:27:42.268761,3,98.58606453710135
2025-01-06 07:16:13.231607,4,80.57209244705372
2025-01-06 01:11:25.765657,9,95.60371091431561
2025-01-10 20:15:38.125904,1,99.68944467579054
2025-01-02 17:59:33.526128,1,87.05921130208588
2025-01-06 01:55:10.233163,6,61.61501920493512
2025-01-05 06:46:28.529018,9,33.59500614912831
2025-01-03 18:31:42.817233,4,57.44277726543249
2025-01-09 04:26:12.532702,7,18.2910969277097
2025-01-09 19:54:22.201041,4,82.16402773685707
2025-01-05 12:49:05.057097,6,58.818200389901044
2025-01-02 23:48:06.954619,6,22.270286292882417
2025-01-03 02:46:22.861468,8,83.91794657546924
2025-01-08 05:45:57.389578,2,23.235236210390262
2025-01-02 00:31:14.225927,8,34.08933203272866
2025-01-02 07:28:06.227663,2,36.15814808474931
2025-01-02 10:07:22.986440,3,26.88042313275066
2025-01-06 22:40:08.012443,1,91.35320132951405
2025-01-02 18:16:32.109224,8,98.10186558255283
2025-01-04 16:55:58.339104,4,30.267164698735318
2025-01-03 00:44:16.938357,4,16.04803123073525
2025-01-05 11:18:01.691566,7,42.68792148164546
2025-01-04 01:26:04.125448,3,50.364042298422866
2025-01-06 18:31:14.453272,3,40.89107768192386
2025-01-03 22:09:12.608148,1,25.340428413034445
2025-01-05 15:20:10.287771,4,41.14661165651708
2025-01-07 02:50:18.500021,8,63.35051589320979
2025-01-09 18:05:35.326762,5,84.7438739830626
2025-01-10 13:39:01.323222,2,50.940288223630105
2025-01-08 17:02:26.569913,7,52.098097347560625
2025-01-08 21:48:52.521107,3,81.47059516945335
2025-01-03 23:02:55.851221,1,37.2800459949724
2025-01-05 20:37:30.412553,6,14.32813401890571
2025-01-01 07:43:33.063551,1,29.326526320032098
2025-01-05 05:48:34.530172,4,58.85623072576426
2025-01-10 18:09:27.795729,6,36.81849903566664
2025-01-04 19:41:31.109422,6,45.04057183384578
2025-01-07 10:49:58.016037,3,84.6060505983821
2025-01-03 23:55:19.694484,4,40.36227450485443
2025-01-05 12:25:16.179125,5,25.142920817088125
2025-01-04 05:01:00.593209,2,75.16697802944996
2025-01-06 09:37:24.925112,9,16.640343462187985
2025-01-02 10:17:42.705316,3,37.27332597723125
2025-01-03 08:27:36.547534,1,31.085130614690147
2025-01-01 17:26:50.643719,9,71.99409536123886
2025-01-03 12:26:46.502402,6,42.06221933820427
