timestamp,sensor_id,value
2025-01-01 08:53:51.756968,4,10.80606714225472
2025-01-10 16:52:01.575376,3,42.337052225073585
2025-01-04 09:19:31.948991,3,51.62652032495397
2025-01-10 01:13:29.128424,1,49.90356688507744
2025-01-01 23:49:55.384271,5,73.33463696995665
2025-01-07 15:57:32.583273,3,68.39265233601179
2025-01-06 08:47:57.030415,3,76.63026661508212
2025-01-01 06:09:13.101124,2,62.4764955678643
2025-01-03 00:28:37.428412,4,33.97560193092548
2025-01-07 00:07:08.852364,1,77.781576211451
2025-01-08 12:22:59.247790,4,24.41252189403417
2025-01-09 10:45:54.835885,5,54.87728732102932
2025-01-08 07:49:30.084300,6,33.41732500879924
2025-01-06 12:20:05.860422,1,68.82514810178668
2025-01-09 09:01:36.871020,4,52.204600560078234
2025-01-09 18:33:57.042093,9,37.75709824022754
2025-01-08 01:33:04.474343,1,66.3249336747867
2025-01-01 17:25:39.666601,8,41.04611382925917
2025-01-02 01:16:46.818325,9,37.49142514889565
2025-01-08 08:46:26.650360,7,69.38759558489355
2025-01-05 12:39:06.401651,7,18.165934201645207
2025-01-02 02:22:53.793723,3,32.98650855915163
2025-01-03 17:47:09.800871,4,37.22264736642025
2025-01-05 12:50:19.237702,5,73.93467987183146
2025-01-04 20:34:43.523699,6,92.75068852940346
2025-01-09 07:07:46.642465,2,23.16208452215636
2025-01-08 02:18:37.924857,8,44.68497917734979
2025-01-04 11:44:55.838205,2,48.060005973204
2025-01-02 02:25:47.290758,9,53.09594344715009
2025-01-05 08:27:59.375314,8,40.08736080627858
2025-01-10 22:23:28.117653,7,10.538043596787418
2025-01-04 15:56:32.972455,2,81.65475878325589
2025-01-08 04:22:52.556691,4,98.77341444686074
2025-01-08 00:10:18.603347,6,89.87952702035716
2025-01-03 12:07:31.282262,8,17.498230564494477
2025-01-09 07:09:15.584611,8,22.742992714751793
2025-01-08 11:55:31.473985,9,31.090958614247626
2025-01-04 01:40:16.905876,4,83.87838942952641
2025-01-04 22:25:47.490563,2,11.645585599518093
2025-01-08 14:50:43.330712,6,35.40831557293346
2025-01-04 07:57:26.111278,3,68.00145426512613
2025-01-05 10:37:27.346259,1,46.18662089576592
2025-01-01 01:09:57.375200,8,62.75438053149387
2025-01-05 04:25:13.441826,6,61.462892267776596
2025-01-02 02:08:53.473308,8,93.86790262596989
2025-01-08 16:32:02.767578,7,87.30051475863743
2025-01-04 04:43:31.149097,3,42.94945243574433
2025-01-05 11:54:27.871892,3,32.256051668598744
2025-01-03 01:53:35.002358,9,93.5405032557162
2025-01-06 00:24:00.321203,3,86.4168335427612
2025-01-04 07:01:18.586772,9,17.931197550478615
2025-01-08 20:18:24.214254,5,72.80142760436762
2025-01-09 09:05:05.448337,6,94.31433195302547
2025-01-07 12:47:45.578614,3,79.02995363052744
2025-01-06 08:16:04.629672,7,11.45994425435892
2025-01-01 13:58:48.876623,8,25.979084644916362
2025-01-03 08:59:08.996967,6,13.846921807023929
2025-01-06 14:32:40.146409,7,65.29679550140881
2025-01-04 06:36:15.628097,2,47.81504886628455
2025-01-07 22:02:33.341725,5,74.19512249488689
2025-01-07 19:31:47.357403,7,76.69162388121188
2025-01-10 00:39:38.179099,7,68.09270273025102
2025-01-10 18:49:11.405613,6,85.1586822329472
2025-01-02 13:08:25.827022,5,98.95454558665226
2025-01-02 03:36:32.174642,9,13.224547161589895
2025-01-01 00:50:47.362648,6,61.77213918019932
2025-01-07 11:23:54.315972,7,72.70201097435276
2025-01-10 01:57:27.615876,5,21.758542376276182
2025-01-08 03:17:35.200776,3,34.105009306803964
