timestamp,sensor_id,value
2025-01-02 07:51:39.379996,5,32.4096256902136
2025-01-06 11:45:19.262375,9,68.6735896110313
2025-01-09 13:15:42.364417,9,71.18815477538145
2025-01-08 14:37:58.329376,5,37.71632830802564
2025-01-04 16:53:27.663846,6,35.548664842733984
2025-01-05 06:02:11.122901,5,74.46370093014238
2025-01-07 12:38:38.331937,7,16.8789489139023
2025-01-05 00:41:11.826885,4,32.84276076905705
2025-01-05 08:59:52.629027,9,83.71049812796828
2025-01-10 08:34:18.010696,4,47.489797560318706
2025-01-03 19:11:32.573752,9,82.95447600607214
2025-01-05 20:34:23.556312,2,50.611864683595336
2025-01-06 05:58:41.205047,6,49.89681895943111
2025-01-09 19:28:38.863373,2,38.204655399841116
2025-01-06 09:17:06.415484,6,29.236853174968502
2025-01-01 17:35:26.655922,8,89.43858583324123
2025-01-02 13:36:20.330146,8,78.49322216894988
2025-01-08 11:09:33.173999,3,98.12404325823067
2025-01-06 07:51:02.330132,5,31.911041936042057
2025-01-04 08:24:38.024141,3,71.72164785711189
2025-01-10 08:55:31.868331,8,56.1094866077217
2025-01-09 20:14:07.571662,6,39.292651857263564
2025-01-06 12:25:55.375992,3,54.704813454239044
2025-01-08 03:27:22.448176,9,46.09861020166469
2025-01-10 12:35:35.196833,2,87.26147082336453
2025-01-01 05:09:30.855725,8,55.37905143279417
2025-01-07 14:28:59.682040,5,21.44745091079828
2025-01-08 03:10:05.993727,7,86.15893409775775
2025-01-05 14:07:18.306663,8,84.30184881772493
2025-01-01 15:50:35.110135,5,69.48482261665546
2025-01-08 16:23:55.872022,8,29.067718133818992
2025-01-05 10:14:46.140994,4,93.33505830733864
2025-01-03 13:50:52.082764,7,27.723513498482845
2025-01-04 01:55:48.001512,2,94.10066369629403
2025-01-04 06:57:14.172064,3,96.59804136225603
2025-01-04 23:28:04.655590,8,37.26054782723797
2025-01-08 09:49:51.355256,9,12.486350494509086
2025-01-01 05:43:35.012787,4,22.1411309978603
2025-01-01 08:21:22.918012,1,80.33384354934104
2025-01-07 14:18:18.098893,9,39.77470505143546
2025-01-03 01:42:31.028193,5,83.1075306280036
2025-01-04 16:31:36.014102,3,16.895384976722237
2025-01-04 00:36:58.625570,1,36.271320009394856
2025-01-06 21:48:13.784706,9,11.231391835820201
2025-01-10 17:35:31.579008,2,63.97141183483825
2025-01-04 07:25:19.677968,6,22.896295402797556
2025-01-06 06:07:51.282554,3,11.72346330453974
2025-01-07 23:42:08.545505,6,62.79802704106269
2025-01-04 17:21:19.201220,9,62.90417141428049
2025-01-03 17:18:48.139735,3,55.05555500551888
2025-01-02 22:16:28.131804,7,59.07612304956803
2025-01-05 22:20:21.650695,3,24.411804968444727
2025-01-10 21:56:56.995699,6,95.32312698245612
2025-01-01 10:29:25.130025,8,61.64646606590769
2025-01-07 08:32:14.367020,7,51.230703282687585
2025-01-01 18:10:43.757733,3,22.61438478190391
2025-01-02 14:58:52.775462,1,18.57032524820023
2025-01-02 06:07:20.024672,3,91.52762813667877
2025-01-02 23:57:52.407017,1,60.13338980664788
2025-01-04 10:47:26.550036,8,26.087364866204553
2025-01-08 02:44:58.834708,6,32.69799097369881
2025-01-05 03:56:22.076220,9,52.363254588198096
2025-01-05 16:25:59.313298,3,29.999189893944333
2025-01-06 16:36:18.698787,2,91.12051510192664
2025-01-10 11:08:52.059341,4,55.21761366390847
2025-01-02 22:54:35.141655,9,37.890301094341496
2025-01-07 03:26:27.552619,4,26.809161272544547
2025-01-08 13:12:11.065197,4,32.669022673726225
2025-01-09 04:52:41.316356,6,18.85855027924631
2025-01-02 09:38:31.191646,9,51.60192456213945
2025-01-09 21:34:16.695131,5,97.56608126673615
2025-01-01 17:20:50.382710,9,42.2308172495227
2025-01-01 00:21:46.919314,1,91.09173784898344
2025-01-03 17:05:55.343883,6,77.07034328776392
2025-01-09 08:46:24.998216,5,24.953616914907347
2025-01-03 21:14:05.633036,9,34.19066843885158
2025-01-04 05:33:01.175209,6,88.56763503524743
2025-01-10 13:29:51.465026,8,61.256016335444244
2025-01-03 05:18:57.153357,9,47.51692349632086
